text	label
for , indeed , john carpenter has run out of things to say , and has instead decided to use whatever is convenient to tell a ridiculously bad story .	0
sure , she is one of the most beautiful creatures on god's green earth ( second only to that movie critic at large guy ) , but when it comes to choosing what movies she stars in , she always strikes out .	0
faced with the scorn of most of the police department , and under close scrutiny by the media , roman is forced to turn in his badge in one of those typical scenes in the captain's office .	1
ain't they a pair ?	0
nine months is a predictable cookie-cutter movie with no originality in humor or plot .	0
soon , zoologist gregg o'hara ( bill paxton ) discovers joe ; he quickly realizes that poachers want to get joe and sell him to a big game hunter named strasser ( rade sherbedgia ) , who just happens to be the same guy who killed jill's mother .	0
this odd similarity between the two movies may best be explained by the studio that produced it , where " formula " isn't just business , it's a way of life .	0
joe pesci deserved his " oscar " for supporting role of homicidal psychopath tommy , and his lines , including ad-libs , probably represent the most memorable element of the film .	1
the restraint is admirable .	0
for these reasons ( and many others ) , i can only give the movie a 2 . . .	0
after being offered a take-it-or-leave-it deal by the district attorney , roman resolves to prove his innocence by walking into the office of internal affairs inspector niebaum ( j . t .	1
blaine has a speech impediment due to his poorly self-done tongue piercing , and duane is the only person who can come close to understanding him .	1
director roland emmerich ( universal solider ) shamelessly rips off lucas and spielberg and just about any other cosmic cliche that he can lay his hands on .	1
there was some smart comedy in those films to make the obvious endings worth getting to .	0
 ( only in the movies , right ? )	0
as the movie trods along , we discover she's not only the mostly-silent star of the movie but also the object of every male character's fantasies ( and probably every male viewer's too ) .	0
to be more clear : i did not even know who he was supposed to be until about an hour into the movie , and even then , it was not made too clear .	0
so the scriptwriters could inject the following unfunny exchange :	0
for starters , it was created by alan moore ( and eddie campbell ) , who brought the medium to a whole new level in the mid '80s with a 12-part series called the watchmen .	1
the only interesting character in the movie is played by jeff goldblum , who should have hid himself away somewhere after the dreadful hideaway , as an artist with a fear of ( and simultaneous longing for ) commitment .	0
watch the movie and " sorta " find out . . .	0
 " quest for camelot " is warner bros . ' first feature-length , fully-animated attempt to steal clout from disney's cartoon empire , but the mouse has no reason to be worried .	0
essentially , it goes against and defies all concepts of good contemporary filmmaking .	1
in fact , if you haven't seen " the blair witch project " , you might like this film for what it is -- a cross between " the blair witch project " and the " scream " -films .	1
whether this project will end up a play , film , or opera remains undecided .	0
one of the earliest observations in the film is a casual reference to " naked lunch " author william s . burroughs who , when asked why he shoots up first thing in the morning responds , " so i can shave . "	1
well , alicia spends twenty minutes of the movie in the bathtub .	0
this complex set of pressures are reflected well in sabian the negotiator and spacey the actor .	1
 " joe is way too big for that cage ! "	0
she's utterly charming , and has excellent experience ( harriet the spy ) for the part of the pint-size detective .	0
and why the hell would anyone want to invest time in a movie when the screenwriter keeps changing his own rules for no reason other than to congratulate himself on how damn clever he is ?	0
playwright august strindberg built his career on families and relationships paralyzed by secrets , unable to express their longings until the hour is far too late .	0
events like these lead to the inevitable showdown between stalker and stalked , where only one survives ( guess who it invariably always is and you'll guess the conclusion to this turkey ) .	0
i bust ( ed ? ) a gut on several occasions .	1
another problem with the film is that it looks cheap .	0
where to begin in criticizing this movie ?	0
 * the special effects are generally better , except for the final fight scene between the emporer and liu kang in which both perform their " animalities . "	0
subplots appear and disappear .	0
 " the blair witch project " was perhaps one of a kind , a unique film that played completely on its own merit , managing to scare even the most experienced horror fans out of their senses .	1
i've already pointed out that it can't fall under drama , comedy , thriller or action , so what do you classify the babysitter as ?	0
one of my colleagues was surprised when i told her i was willing to see betsy's wedding .	1
patrice lumumba's ( eriq ebouaney ) story has been told previously by helmer peck in his 1991 award winning documentary , " lumumba - death of a prophet , " virtually guaranteeing that his new , fictional account of a patriot remains true to its subject .	1
 * there aren't as many fight scenes in this movie as there were in the first , because the folks making the movie mistakenly try to hang a more robust plot in between .	0
first , we might notice unusual structure of the plot - relatively minor subplot is used as movie's ironic prologue .	1
both provide some pretty good entertainment .	1
nothing great , but more entertaining than anything in the 90 minutes which preceded them .	0
the race has no rules ? whichever contestant reaches the locker first gets the money .	1
instead of having the criminal " napolean " wilson , this film has the criminal " desolation " williams .	0
the only scene that makes any sense is one that complains about the united states bastardizing history in the making of movies .	0
the number of times that i checked my watch ( six ) is a clear indication that this film is not one of them .	0
it's not just because this is a brian depalma film , and since he's a great director and one who's films are always greeted with at least some fanfare .	0
it's enough to make me forgive dogma for its editorial sins .	1
one problem is that , in reality , most eastern films have taken their lead from western ones .	0
3 ) the third character on the trip , grace ( lolita davidovich ) stands in the way .	0
neither super nor standard , " 8mm " is shocking only in its banality .	0
then , as it's been threatening all along , the film explodes into violence .	0
and on a personal note , i think it's time for depalma to stop worrying so much about his proverbial 12-minute uninterrupted film sequences , and start worrying more about how crappy his movies are getting .	0
they're in pursuit of loki and bartleby ( damon and affleck , respectively-this is probably the sharpest either has ever been ) , who were banished from heaven to wisconsin and have discovered a dogmatic loophole that will enable their return .	1
at least fans of the early-'90s tgif television line-up will be thrilled to find jaleel " urkel " white and bronson " balki " pinchot sharing the same footage .	0
phew !	1
he is metatron ( alan rickman ) , the voice of god , and he needs her help : she must stop two fallen angels from entering a new jersey church-the fate of the universe depends on it .	1
what bothered some audience members was the presentation of big john in an oddly empathetic light .	0
he is joined by three women , who have little to do except scream , " jackie , save us ! " , and misuse firearms .	1
hong kong cinema has been going through a bad spell .	0
suddenly , tom goes to the fox 5 news room and makes a live broadcast saying , " this is your ransom .	1
it's also the worst movie i have seen thus far this year .	0
you see . . . dreams	1
why would he continually endanger claire if she was necessary for his ultimate plan ?	0
but this is as close as you will ever get to it .	1
what is he doing wasting his talent in this and " the pest " ?	0
it's not just because skarsg ? rd and rampling played disturbed parental figures in both films ( they're not bound by ceremonial wedlock in aberdeen ) .	0
the police negotiator is the person with the entirely unenviable job of going into ground zero and attempting to talk a dangerous criminal out of doing whatever he or she intends to do .	1
america loves convenience .	0
attempts at character interaction and development are rare and forced .	0
it only gets worse : the film turns into a chase film about half way through the film , and since we already know what happened , we can't rely on rick's investigation to be all that interesting .	0
it's a wild ride .	1
oh yeah , and for those who dig the " heavier " side of music , the soundtrack also rocks ! !	1
that's my favorite vodka , by the way ) , hence the line " now it's time to take a look at your volvo , " another nasty but unamusing joke , except this one goes right over the ten year olds' heads , while the adults simultaneously groan .	0
i could write volumes about the things that are wrong with this picture , but here are the high points :	0
ugh .	0
in order to make the film a success , all they had to do was cast two extremely popular and attractive stars , have them share the screen for about two hours and then collect the profits .	1
 .	0
reindeer games stars ben affleck as rudy , a supposedly hardened criminal spending his days and nights behind bars with fantasies of pecan pies dancing atop his head .	0
but soon the movie gets confused and sidetracked by its own story , that is never resolved and ends with a very anticlimaxic epilogue .	1
as a filmmaker , alda's style of humor is remarkably restrained and tasteful .	1
aberdeen is never half so ambitious , content to sleepwalk through the rhythms and timing of other movies .	0
fortunately , this doesn't distract from the seriousness of the rest of the film , but instead provides some nice breathers from the level of tension which gray manages to sustain throughout .	1
lawyers baldwin and adams ( matthew mcconaughey and anthony hopkins ) must prove cinque and the others were captured into slavery , rather than born slaves , in order to get them out of prison as free men .	1
every single person refused .	1
why she is so underutilized in this film is a real mystery .	0
the result is a clumsy muddle - i felt like the chicken from the opening scene , head ceaselessly banged with piousness too heavy-handed to be wholly believable .	0
i guess the bottom line with movies like this is that you should always make sure that the audience is " into it " even before they are given the secret password to enter your world of understanding .	0
this is what you can expect should you chose to take this reindeer on ; several scenes in which , after catching his prey , the bad guy proceeds to stall interminably until the good guy has a chance to kill his captor and crack a stupid one-liner .	0
best remembered for his understated performance as dr . hannibal lecter in michael mann's forensics thriller , manhunter , scottish character actor brian cox brings something special to every movie he works on .	0
janeane garofalo is wasted--and miscast--as a heavily-bespectacled hollywood talent agent who fails to get her hooks into the doped-up wordsmith , and that's stahl himself playing a jaded clinic counselor .	1
eventually though , even the most well-trained zombie alien gets a bit uppity and needs to be taught a lesson .	0
however , that might also be what's keeping it from reaching its maximum potential .	1
the tragedy now is that we won't get more chances to see those eyes again .	1
elliot ness , played with perfect ingenuity by kevin costner , is a character that surely grows during the course of the film .	1
garofalo comes to the small ireland town during the annual matchmaking festival , during which lonely folks from around the county pair off into a future of bliss .	0
when did character driven stories stop paying attention to the complexities of real life ?	0
like tarantino , smith was a video-age sponge who became a sample-mad indie filmmaker .	1
at one point , he terrorizes a boardroom full of suits with an angry combination of words and bullets .	1
it's simply different .	1
most of all , the negotiator must be able to enter a situation with as little intelligence about the scenario as possible , and quickly gain control of the situation , dominate the conversation , and influence the perpetrator into thinking that the end of the conflict is what he really wants .	1
the male bumbling adult in _election_ ( matthew broderick ) pursues an extramarital affair , gets caught , and his whole life is ruined .	1
grant ( flutters eyelashes , offers a nervous smile , then responds in his annoying english accent and i-think-i-actually-have- talent attitude ) : could you possibly elaborate on that ?	0
a fully loaded entertainment review - website coming in july !	1
randy pear ( jon lovitz ) promised his wife beverly ( kathy najimy ) and two kids a fun-filled vacation in las vegas .	1
james frain is nick , rudy's cellmate , a manslaughterer who's found a pen pal in the gorgeous ashley mason ( charlize theron ) .	0
there's a famous anecdote about fletch director michael ritchie inviting picketers of the last temptation of christ into a screening on his dime , just so they could know for certain what they were rallying against .	1
flying ninjas and floating karate masters have been replaced by soaring bronx detectives and slow motion kicking scientists .	1
lorraine bracco is , on the other hand , very effective and believable as karen hill , wife who gradually descends into same moral cesspool as her husband .	1
fearful that beverly will be angry over his involvement in the race , he claims that he must travel to silver city for a job interview .	1
there is is no book of shadows and no conclusion that we can be satisfied with .	1
so , anyway , grant finds out his girlfriend is pregnant and does his usual reaction ( fluttered eyelashes , nervous smiles ) .	0
i figured it would be at least a couple of months before i saw the worst film of 1998 , but alas , it has already been found .	0
saturday night , i attended another sneak preview for the movie and damned if i didn't enjoy it as much the second time as the first .	1
 ( i felt sentimental about a religion i don't belong to .	1
en route , we have an extended motorcycle chase scene , a hilarious fight in the moroccan version of motel 6 with the neo-nazis , and two confrontations with savage natives .	1
though by the end , the film pulls the rug out from under us so frequently that everything i've described might as well be irrelevant .	0
the story is told in flashback , flashback within flashback , and flashback within flashback within flashback .	0
sci-fi fans take note : there are brief appearances from stephen collins ( star trek : the motion picture ) and faye grant ( the tv miniseries " v " and " v : the final battle " ) .	0
of course , these peaceful people can't horde this fountain of youth all for themselves ? leave it up to their archenemies , the son'a , led by ru'afo ( f .	1
how can we believe he's going to shoot a hostage , no matter if the hostage tried to kill him earlier ?	1
everything in the movie is so forced , so unauthentic that anyone with an i . q .	0
oh , the irony of it .	1
his tale of floating in the water for more than a week with over 1 , 000 other men while swarms of sharks slowly devoured them them is actually more hair-raising than anything spielberg put on screen .	1
then one day , a new boarder arrives at bobby's house .	1
they are somehow lost in time , as it loops uncontrollably back and forth .	1
this leaves about 75 cents to pay for things like directors ( chan directs ) , scripts and dubbing and supporting characters , not to mention the hideous title sequence .	1
beatty's work on both sides of the camera is excellent . ?	1
there is an extraordinary amount of sexuality in this film .	1
other than that , stalked is just another redundant entry doomed to collect dust on video shelves and viewed after midnight on cable .	0
stalked does not provide much suspense , though that is what it sets out to do .	0
barbet schroeder ( " reversal of fortune " ) co-produced and should be ashamed of himself .	0
three lengthy court cases are portrayed with spielberg's trademark panache - - flashy beginning , lots of facial close-ups , big music , and dramatic imagery .	1
in the end , the negotiator has a plotline that parallels it's reality .	1
in paris , he meets the cunning cardinal richelieu ( stephen rea ) , who is trying to overthrow the king , and richelieu's man-in-black associate febre ( tim roth ) , the killer of his folks .	0
oscar winner martin childs' ( shakespeare in love ) production design turns the original prague surroundings into one creepy place .	1
a scene towards the end where he has to make a fatal decision is cheapened by the fact that his answer has no emotional buildup .	0
but my biggest kudos go out to sagemiller , who holds her own throughout the entire film , and actually has you feeling her character's unraveling .	0
tour with congolese president joseph kasa vubu ( maka kotto ) , but it was too late .	1
the boys will stop at nothing to reach their goal .	1
alda , faced with challenge of both directing and acting , somehow finds just the right comic touch as the bride's financially-strapped father , a carpenter whose dreams are bigger than his wallet .	1
oh yeah , the score !	0
hugh grant's sunset boulevard arrest ( please , no caught-with-his-pants-down jokes ) may bring more people into the theaters , but they certainly won't leave with a smile on their faces , not after 90 minutes of grant's nervous smiles .	0
stahl narrates all this in a motel bedroom to a sympathetic lover called kitty ( norristown's own maria bello ) with whom he spent some rehab time .	1
and the lamest fight involved two of the women in what turns into a mud-wrestling match .	0
to that end , he places a half dozen very special tokens in his slot machines .	1
this plot thread predictably leads to violence .	0
gary sinise has played this role frequently , and here , as in snake eyes , he does the snarling bad guy thing with such over the top vitriol ( the guy must be so incredibly bored of stomping through the same paces that going out of control is the only thing that keeps him interested any more ) , that it becomes more of an annoyance ( oh there he goes again ? ? ? ) than a threat .	0
dogma pays welcome homage to an eclectic batch of movies , including indiana jones and the last crusade , with silent bob doing his best harrison ford , and weird science-a shit demon attacks our heroes !	1
critique : i'm a sucker for movies like this .	1
mars has been mostly terraformed so that humans can walk on the surface without breathing gear ( which is good for the film's budget ) .	0
it would be easy to dismiss " spawn " as just another one of those heavy-on-fx , short-on-substance action pics , but it doesn't even work on that level .	0
their officers , particularly general janssens ( rudi delhem ) in the force publique , the congo's army , caused rebellions , undermining lumumba , who was outraged at the rape and murder of belgian nationals .	1
 ( warning : major spoiler ahead .	1
an nfl referee , he cost gamblers all over the country enormous amounts of money by blowing a call in a high-profile game .	1
joe bellows at the poachers before him , angry that they would like to kill him and sell him for millions of dollars .	0
it concentrates on the good deeds of the man , if a bit as a stalwart saint , but doesn't embellish on a larger than life persona .	1
with the formation of the untouchables , there is a group of men wearing long , dark overcoats and hats .	1
yet this ever-reliable swedish actor adds depth and significance to the otherwise plodding and forgettable aberdeen , a sentimental and painfully mundane european drama .	0
failed all around !	0
whatever . . . skip	0
i cringed the first time she opened her mouth , imagining her attempt at an irish accent , but it actually wasn't half bad .	1
he's served well , though , by his casting of ebouaney in the title role .	1
for example , one of the film's main ( nefarious ) characters is senator palpatine .	1
dabney coleman's comedic talents are utterly wasted as chief quimby .	0
in that case , the following critiques also apply :	0
scheider , dreyfuss , and shaw were known actors at the time " jaws " was made , but none of them had the draw of a robert redford or paul newman .	1
shelton's films are not considered sports films , but they do heavily revolve around a specific game to tell a story .	0
this time , it's a hurricane , an out-of-control police car , and a big round ball that adorned the arena .	0
huh ?	0
the actors are pretty good for the most part , although wes bentley just seemed to be playing the exact same character that he did in american beauty , only in a new neighborhood .	0
parillaud and baldwin , who aren't exactly shakespearean material to begin with , are saddled with such leaden dialogue that their characters have zero chance of breaking free of their cardboard confines .	0
it's less artistic , not so scary and less original , but certainly not bad .	1
too bad they didn't simply stick with the formula from the first movie .	0
but then suddenly affleck starts growling and swearing alongside them like the class clown imitating a tarantino gangster .	0
had you going there for a moment , didn't i ?	0
the negotiator is actually dedicated to walsh , and while inspector niebaum may not have been his best role , it certainly characterizes the type of character for which walsh had become most famous for playing .	1
the boy is all blond flowing hair and rosy cheeks , and there's nothing more than a spark of aggression in him throughout the entire movie .	1
rob schneider plays van damme's partner , and rochon plays . . .	0
stalked wavers slightly from the norm in one respect : the psycho never actually has an affair ; on the contrary , he's rejected rather quickly ( the psycho typically is an ex-lover , ex-wife , or ex-husband ) .	0
there's no meat - no substance - that makes you want to love the characters as they are , not as they will be .	1
a young man with a humble background and lofty dreams , works hard , devotes the time , the energy and the patience , and ultimately hits it big-time .	1
it's not * all * the same , however .	0
although it wouldn't surprise me if he did .	1
although the climactic scene is very moving , the picture ends with a pretentious , preachy resolution featuring a brief narration from a character who was killed .	1
the movie opens with blackness , and only distant , alien-like underwater sounds .	1
1 ) we never see how cesar ( antonio banderas ) and vince ( woody harrelson ) meet .	0
much of the film is told in flashback , and we see the path that leads to derek's adoption of white supremacy .	1
this thing blares in your ear whenever it feels the need to accentuate a certain scene , but actually does little more than annoy .	0
even the stars .	0
how often does real life work this way ?	0
sid james plays the head of a gang of crooks intent on stealing contraceptive pills from the local maternity hospital and selling them off to make a profit , kenneth williams is sir bernard cutting , head of the hospital but also a hypochondriac , hattie jacques re-takes her role as matron , and charles hawtrey is the psychiatrist dr . goode .	1
filled with a lovely overuse of storytelling flashbacks , flashes-sideways , and viewpoint changes , ghosts of mars is a hapless mishmash of poorly constructed dialogue and ill-conceived action sequences .	0
dogma chips away at big religious issues-namely , the hypocrisy that accompanies any organized system of beliefs-eloquently and articulately , but a few of the monologues sound too much like blatant exposition .	1
nobody gives a good performance in this film .	0
a young girl is cleaning thousands of seats and when asked why by an interviewer , she replies that she feels lucky to do so .	1
it's funny to watch the locals blindly point the finger of blame at jews and indians because , after all , an englishman could never be capable of committing such ghastly acts .	1
so , with his trusty crew , picard defies the federation to keep the ba'ku in their natural habitat .	1
he has to share a room with nurse ball ( barbara windsor ) and she soon sees through him !	1
i can just envision kruger laughing behind his keyboard , " oh you thought my movie was gonna go here , f * ck you jack ass , take that twist , decipher this mother f * cker ! "	0
in a sci-fi movie ?	0
i kept expecting him to say or do something really funny and somehow save the film , but instead , he does the best he can with some really poor lines in a few unexceptional scenes .	0
this is the most disappointing kind of film because it promises intelligence and complexity , because it promises disection of a flawed character and perhaps even redemption , then pulls the rug from under us just as we were about to be convinced it would be able to go all the way .	0
bernard thinks he is having a sex change and needs to prove himself .	1
just shut the hell up .	0
paul scofield is fine as the overzealous judge danforth , but the incessant moral posturings of all the characters along with the recurrent histrionics of the young girls pricks at the nerves .	0
if it's anything like it's depicted as here then it's going to be incredibly boring .	0
be damned ) .	0
a third class postal worker , lumumba , speaks his mind to heads of the most powerful tribes , proclaiming himself not tribal , not regional , but a national leader .	1
the entire second act takes place on the orca as the three men hunt the shark , and inevitably , are hunted by it .	1
somehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography .	1
peck and bonitzer do an exemplary job telling a complicated tale with a myriad of players , although they frequently succumb to cliche , particularly regarding lumumba's private life .	1
stiller , unshaven ( burroughs take note ) and with lots of mascara around the eyes , has stahl stumble through the film looking like a train wreck but , to his credit , never once pushes his pill-popping , needle-jabbing performance over the top .	1
the rest of the movie follows valiant and roger as they run around town ( and eventually toontown ) trying to clear roger's good name .	1
it is , in fact , surprising that carpenter managed to fit so many pieces of his previous work into this film in such an admittedly novel way .	0
proceedings also get off on the right foot with the opening with the funniest disclaimer ever .	1
it's impossible to tear your eyes away from janis joplin as she belts out her ballad about love being a ball and chain .	1
the fact there's a dead body in the corner goes to enhance the feeling of paranoia and a mysterious , hurried call telling him to leave immediately is also very chilling .	1
concurrently , the relationship between howie and big john is evenly paced and exceptionally well acted .	0
because american history x is a mainstream film , there has to be a redemption phase for our main character -- some people may think that this is the only way to make him sympathetic .	1
they struggle for an impacting conclusion and wind up with painful thud rather than an exhilarating high .	1
no points for guessing it's the same dog that just made water on her luggage .	0
it takes a pretty smart person to do that .	1
the film loses a star for casting brilliance coupled with scripting ( or editing ) stupidity .	0
what a friggin' mess .	0
seth's adoration is too much to resist , and eventually he does appear to maggie , quite regularly , although such a thing seems taboo among the angelic community .	1
but is it a worthwhile movie to see ?	1
seriously , though , i have no problem with directors who want to play around with film conventions , as long as they don't get carried away .	0
as the second protagonist , spacey measures up nicely .	1
about three-quarters of the film is a somewhat unnecessary origin story for both gadget and claw .	0
events become more and more proposterous , and by the end , the film has decided to rely on the worst offender in mysteries like this : the deux ex machina .	0
the story is interesting , but each scene goes too long .	1
unlike drunken master 2 , which stars jackie chan as an adult fei-hong , iron monkey finds a much younger fei-hong ( sze-man tsang ) and his father wong kei-ying ( yen chi dan ) thrust into the middle of iron monkey's fight against oppression .	1
everything the filmmakers want us to see has some significance - considering how intricate the detail is to every single shot , its lighting , art direction and overall production design , they don't seem to be able to afford any gratuities .	1
as a combination of clever sociological study , black humour and innovative filmmaking goodfellas became something only the truly great films could do - work of art and excellent popular entertainment in the same time .	1
when howie reads big john a walt whitman poem , the moment feels a bit too precious .	0
one that comes to mind is " the matrix " when neo , morpheus , trinity , and the rest of the gang first come into the virtual world .	1
no no . . .	0
so , if robots and body parts really turn you on , here's your movie .	0
the aliens mix and match the memories of the city's population to see who will change and who will not .	1
with the use of ironic soundtrack , manipulative shots , character's dialogue or narrator's commentary , goodfellas represents the new standards of black humour that would became very popular few years later during tarantino era .	1
somewhat newer but also unimpressive are the cgi digital decapitations in some of the fights .	0
kid : my dad's an asshole .	0
as with any zucker production , a few jokes fall flat , but the momentum of the comedy zooms past those missteps .	1
the depressing answer can be found in lawrence kasdan's trite but occasionally useful grand canyon , where steve martin's hollywood mogul pronounces , " all of life's riddles are answered in the movies ! "	0
ears hurt ! ) .	0
 " snake eyes " is the most aggravating kind of movie : the kind that shows so much potential then becomes unbelievably disappointing .	0
it would be a success story if he were choosing better scripts but his last major film was ronin ( one of those almost but not quite movies ) which followed the island of dr . morneau	0
fragmentary character of the screenplay , which doesn't have straight plot and instead bases film on series of loosely connected vignettes , gives another interesting opportunity for scorsese .	1
 * there are too many characters that are introduced as being potentially important , but then never seen again .	0
other elements of the movie are so-so ; spawn's enormous red , flowing cape is a wonderful sight , but it's too obvious when he's being played by a costumed actor or an image .	0
nicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life .	1
mind you , if you enjoyed that film's shrug-of-the-shoulders ending , you might just enjoy this frivolous ditty as well .	0
once again , i have no idea who he was supposed to be .	0
he's flawed , and we can see redemption if the story wasn't so formulaic .	0
it's not original , is entirely predictable and lacks energy .	0
now there's a film .	0
the preview looked good and of course i'm crazymadinlove with alicia , but the movie was a bunch of bad jokes coming from whiny , unlikable characters .	0
and boring .	0
his beliefs involving the law are shattered when he realizes that those he trusted are actually members of the other side .	1
goodfellas owes some of its initial success and popularity to the fact that it was based on the true story , told in best-seller book wiseguy by nicholas pileggi ( who would co-write the screenplay for the film ) .	1
alicia plays a babysitter who's spending friday night looking after two kids whose parents are out getting drunk at a cocktail party .	0
oliver platt is an actor who should be careful , for someday i fear he may induce a heart attack with the intensity of his acting ( though he's very funny to watch ) . ? paul sorvino adds the southern accent to his list of mastered inflections .	1
this premise certainly is interesting and director and co-screenwriter alex proyas is able to keep the film consistently mysterious in this regard .	1
if there was ever any question as to why most of these bands were so popular , this is quickly dispelled .	1
 ? bulworth also meets nina ( halle berry ) with whom he becomes infatuated .	1
thousand times . . . by the same guy ! !	0
the boxing scene between cesar and vince starts out very powerful and interestingly different from other boxing movies .	0
there might've been a pretty decent teen mind-fuck movie in here somewhere , but i guess " the suits " decided that turning it into a music video with little edge , would make more sense .	0
i partially disagree with this , because , although i do not advocate racism in any way , it's interesting the way kaye presents derek -- he is a loud , obnoxious man , but he's also very smart .	1
where chan comes off as endearing in his " normal guy " character seen in many of his films , van damme just comes off as a wimp .	0
just as unlikely .	0
r2-d2 and c-3po make token appearances , and it's obvious that lucas is banking on the audience's pre-existing fondness for them . . .	1
cox , sporting a baseball cap and a faded marine tattoo , is all bluff and bluster .	0
with the level of acting , however , this can be forgiven .	1
what adds depth to the story is a subplot in which the principal of danny's school ( avery brooks ) becomes obsessed with purging the hatred from danny .	1
and while he doesn't have the comic genius of a woody allen , alda does possess the inspiration to make movies which are ten times more entertaining than the slop which usually passes for comedy .	1
we follow the wrong character , and we learn of the answer to the mystery too early on , and way before rick can find it out .	0
and it's already time to look forward to " blair witch 3 " .	1
no claus for alarm .	1
some say it's a bit too light , and more of a long episode than a film .	1
unfortunately for scorsese , his film was unspectacular and too artsy to compete with coppola's influence on mafia portrayals in the movies .	1
his screenplay for reindeer games turns the tables on the audience so many times that watching the film becomes something of a punishment with no reward anywhere in sight .	0
george washington carver high school is having student elections .	1
penny does about a minute and a half of the detective work her character did every week in the cartoon .	0
in fact , what if he also knows all the tricks to turning the situation to his favor ?	1
if you can't make it zany , cut it ! "	0
later he will learn that his name is john murdoch ( sewell ) , but for now he has no idea what's going on other than the fact something is not right .	1
kaye indulges in a lot of interesting artistic choices , and most of them work nicely -- lots of slow-motion and strange camera angles add to a moody atmosphere .	1
the film begins with capone , played perfectly by deniro , declaring that he is not a violent man and he is a firm believer in following all laws .	1
and he's in the acerbic " your friends & neighbors , " playing a talkative , sexually-frustrated drama coach called jerri .	1
and do they make things entertaining , thrilling or even engaging , in the meantime ?	0
soon , his character has to negotiate not only with roman , but also with the swat commander ( david morse ) who is itching to send in a team to take roman out , all the while keeping wary of the fbi agents who are waiting to take over the operation , should negotiations fail .	1
high points for me include a bit involving kathy bates as a roadside squirrel salesperson and an intricately set up gag that carries jon lovitz and family from a bizarre museum to an outdoor rally , with an utterly tasteless and screamingly funny pay-off .	1
such scenes , although they require very great skill and patience during their shootings , became very popular among other directors in 1990s .	1
when the gallows beckoned , it was sweet release indeed .	0
sadly , the talented but underrated actor passed away in late february of this year , and the soon to be released pleasantville will mark his last film .	1
brothers duane ( seth green ) and blaine ( vince vieluf ) cody are young , crooked and stupid .	1
the film often and always explodes into warfare without warning--spontaneously , stupidly .	0
in his opening voice-over , howie reveals a morbid preoccupation with death on the road , citing the l . i . e .	0
at the same time all the humans fall asleep and after the changes are made , they awake and either continue where they left off or begin a new life they have no idea they did not have until then .	1
can come true . . .	1
while in no way the equal of a masterpiece like drunken master 2 , iron monkey dances quite nicely to the invading kung fu tune .	1
the second half is composed of nauseating hyper-color that often blurs the image .	0
i don't see zany here .	0
in the film , the opening scene becomes an unintentional pandora's box .	0
unlike chewbacca and c-3po , who got their humanity ( if you'll pardon the expression ) from their interactions with the human characters , jar jar is often left to interact mostly with others of his kind , at times making the movie seem like nothing more than a very expensive " teenage mutant ninja turtles . "	1
apparently , director tony kaye had a major battle with new line regarding his new film , american history x . i don't know the details of the fight , but it seems that he is not happy with the final product , and nearly removed his name from the credits altogether .	1
i know from the instant i saw that irishman in the bathtub that she'd hate him for awhile , then succumb to his charms , live happily for a reel or so before allowing some superficial detail to throw the relationship into turmoil , after which they'd reconcile in time for a happy irish tune to play over the end credits .	0
he is also an esteemed film critic , lending intelligence and historical perspective to us in much of his writing .	0
more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff .	1
there's nothing here that differentiates " quest " from something you'd see on any given saturday morning cartoon -- subpar animation , instantly forgettable songs , poorly-integrated computerized footage .	0
the ghetto in question is , of course , whitechapel in 1888 london's east end .	1
the story , as such , has a lopsided feel about it .	1
as bride and groom , molly ringwald and dylan walsh are the pivotal characters in the film , but they are by far the least interesting .	1
the terror he creates looks a little too much like fugitive wannabes from the rock band kiss .	0
what about the computer ?	0
this strange group plunges into the woods , where they begin to argue about their different approaches to the experience .	1
checking-in to kellogg's battle creek sanitarium are matthew broderick and bridget fonda , just two of the many well-known faces in this failed comedy .	1
ewan mcgregor springs to mind who , after successful turns in " emma " and " brassed off , " received greater respect and admiration for his mind-blowing realization as renton in danny boyle's transatlantic junk-fest , " trainspotting . "	1
 " you don't beg , you insist .	0
he's the safecracker who's blissful unaware that the bank job is a botch job from the word go .	1
bowels , bowels , and more bowels are explored by dr . john harvey kellogg ( a buck-toothed and bespectacled anthony hopkins ) , who , in the early 1900's , advocated abstinence , vegetarianism , and frequent defecation .	1
the law of crowd pleasing romantic movies states that the two leads must end up together by film's end .	0
this is simply a less artistic film that doesn't have the talent and originality of its predecessor .	1
there is unnecessary padding with howie's miserable dad ( bruce altman ) in the hot seat for a white-collar crime , degenerate youngsters who get their kicks from robbing middle-class houses , and some homoerotic shenanigans with wise-ass gary terrio ( billy kay ) , a handsome artful dodger .	0
as i said , the characters here are only present as a formality : they do little more than state the obvious ( of * course * joe is too big for that cage ) .	0
so ask yourself what " 8mm " ( " eight millimeter " ) is really all about .	0
 ( during the time the story takes place , many new nations , including nigeria and somalia , were born , with varying degrees of success and failure , usually dependent upon which country colonized them .	1
it's a nasty , guiltily enjoyable little scene that asks , " how corrupt are you ? " .	1
acting , you say .	0
